4310,Zoas,1頭
3896,Zoas,1頭
2913,Zoas,1頭
3473,Zoas,1頭
3627,Zoas,1頭
4082,Zoas,1頭
4126,粉鬚綠芯馬卡龍寶石花,可參考(frag座2.5cm)
3408,螢光綠寶石花,可參考(frag座2.5cm)
5573,金鳳梨,可參考(frag座2.5cm)
6965,綠貓眼腦,4頭
6791,紫邊紅芯貓眼腦,1頭
7178,腦,1頭
5331,南瓜腦,可參考(frag座2.5cm)
